image,worker_id,gpu_id,ok,selected_skill,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1080.jpg,2,2,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,6.5,7.0,0.611111,0.666667,0.1111,0.1667,,,,,,,,,,,4.926,3.894,10.224,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1090.jpg,3,3,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,5.5,7.0,0.5,0.666667,0.0,0.1667,,,,,,,,,,,5.239,3.988,9.917,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1101.jpg,0,0,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,7.5,0.611111,0.722222,0.1111,0.2222,,,,,,,,,,,4.969,3.946,10.113,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1110.jpg,1,1,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,5.5,7.0,0.5,0.666667,0.0,0.1667,,,,,,,,,,,5.001,4.039,9.67,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1111.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,5.5,7.5,0.5,0.722222,0.0,0.2222,,,,,,,,,,,4.937,4.108,10.106,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1112.jpg,3,3,True,cognitive-appraisal,0.85,,,5.5,5.5,0.5,0.5,4.5,7.5,0.388889,0.722222,-0.1111,0.2222,,,,,,,,,,,4.573,4.464,11.133,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1113.jpg,0,0,True,panas-discrete-va,0.95,,,5.5,7.5,0.5,0.722222,3.5,8.5,0.277778,0.833333,-0.2222,0.1111,,,,,,,,,,,4.676,4.206,13.844,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1114.jpg,1,1,True,panas-discrete-va,0.95,,,3.5,8.5,0.277778,0.833333,2.0,9.0,0.111111,0.888889,-0.1667,0.0556,,,,,,,,,,,5.24,3.97,12.988,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1120.jpg,2,2,True,panas-discrete-va,0.95,,,3.0,8.5,0.222222,0.833333,1.5,9.1,0.055556,0.9,-0.1667,0.0667,,,,,,,,,,,5.018,4.401,13.359,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1121.jpg,3,3,True,berlyne-arousal-pleasure,0.95,,,6.5,6.5,0.611111,0.611111,7.0,6.5,0.666667,0.611111,0.0556,0.0,,,,,,,,,,,4.84,4.154,10.601,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1122.jpg,0,0,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,6.5,6.5,0.611111,0.611111,0.1111,0.1111,,,,,,,,,,,4.768,4.086,9.905,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1200.jpg,1,1,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,5.5,6.5,0.5,0.611111,0.0,0.1111,,,,,,,,,,,4.767,4.226,9.664,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1201.jpg,2,2,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,5.5,7.0,0.5,0.666667,0.0,0.1667,,,,,,,,,,,4.746,4.227,10.66,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1202.jpg,3,3,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,4.584,3.992,9.207,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1205.jpg,0,0,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,5.5,7.0,0.5,0.666667,0.0,0.1667,,,,,,,,,,,4.785,4.299,10.6,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1220.jpg,1,1,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,5.113,3.952,9.933,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1230.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,7.5,0.611111,0.722222,0.1111,0.2222,,,,,,,,,,,4.857,4.215,9.809,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1240.jpg,3,3,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,7.5,0.611111,0.722222,0.1111,0.2222,,,,,,,,,,,4.873,4.214,9.752,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1270.jpg,0,0,True,berlyne-arousal-pleasure,0.95,,,3.0,6.5,0.222222,0.611111,4.5,7.5,0.388889,0.722222,0.1667,0.1111,,,,,,,,,,,4.978,4.082,9.842,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1271.jpg,1,1,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,7.5,0.611111,0.722222,0.1111,0.2222,,,,,,,,,,,4.904,3.996,11.038,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1274.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,4.0,5.5,0.333333,0.5,5.5,5.5,0.5,0.5,0.1667,0.0,,,,,,,,,,,4.802,4.19,10.604,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1275.jpg,3,3,True,berlyne-arousal-pleasure,0.95,,,3.0,6.5,0.222222,0.611111,4.5,7.5,0.388889,0.722222,0.1667,0.1111,,,,,,,,,,,4.813,3.976,10.784,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1280.jpg,0,0,True,cognitive-appraisal,0.9,,,2.5,8.5,0.166667,0.833333,2.5,8.5,0.166667,0.833333,0.0,0.0,,,,,,,,,,,4.256,4.096,11.547,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1300.jpg,1,1,True,panas-discrete-va,0.99,,,2.5,9.5,0.166667,0.944444,1.99,8.02,0.11,0.78,-0.0567,-0.1644,,,,,,,,,,,4.929,3.65,9.32,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1301.jpg,2,2,True,panas-discrete-va,0.98,,,3.0,9.0,0.222222,0.888889,1.99,8.02,0.11,0.78,-0.1122,-0.1089,,,,,,,,,,,4.563,4.126,9.658,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1302.jpg,3,3,True,panas-discrete-va,0.98,,,2.5,9.0,0.166667,0.888889,1.99,8.02,0.11,0.78,-0.0567,-0.1089,,,,,,,,,,,4.405,3.904,9.917,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1303.jpg,0,0,True,panas-discrete-va,0.98,,,5.5,8.0,0.5,0.777778,1.99,8.02,0.11,0.78,-0.39,0.0022,,,,,,,,,,,4.932,4.247,11.476,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1304.jpg,1,1,True,panas-discrete-va,0.95,,,2.5,9.0,0.166667,0.888889,1.99,8.02,0.11,0.78,-0.0567,-0.1089,,,,,,,,,,,5.125,4.013,9.611,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1310.jpg,2,2,True,panas-discrete-va,0.95,,,3.0,8.5,0.222222,0.833333,2.0,9.0,0.111111,0.888889,-0.1111,0.0556,,,,,,,,,,,4.719,3.946,14.213,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1313.jpg,3,3,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,7.5,0.611111,0.722222,0.1111,0.2222,,,,,,,,,,,4.675,4.218,11.099,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1321.jpg,0,0,True,panas-discrete-va,0.98,,,2.5,9.5,0.166667,0.944444,1.99,8.02,0.11,0.78,-0.0567,-0.1644,,,,,,,,,,,4.555,4.189,9.86,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1333.jpg,1,1,True,berlyne-arousal-pleasure,0.95,,,7.0,6.0,0.666667,0.555556,7.5,6.5,0.722222,0.611111,0.0556,0.0556,,,,,,,,,,,4.649,4.074,9.776,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1340.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,8.5,6.5,0.833333,0.611111,8.0,7.0,0.777778,0.666667,-0.0556,0.0556,,,,,,,,,,,4.613,4.395,9.648,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1350.jpg,3,3,True,cognitive-appraisal,0.8,,,5.5,5.5,0.5,0.5,6.5,4.5,0.611111,0.388889,0.1111,-0.1111,,,,,,,,,,,4.952,3.941,11.44,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1390.jpg,0,0,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,7.5,0.611111,0.722222,0.1111,0.2222,,,,,,,,,,,4.511,4.054,10.297,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1410.jpg,1,1,True,todorov-face-evaluation,0.95,,,7.0,6.0,0.666667,0.555556,6.5,5.5,0.611111,0.5,-0.0556,-0.0556,,,,,,,,,,,4.609,3.744,9.352,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1419.jpg,2,2,True,cognitive-appraisal,0.9,,,5.5,5.5,0.5,0.5,6.5,6.5,0.611111,0.611111,0.1111,0.1111,,,,,,,,,,,4.793,4.073,12.165,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1440.jpg,3,3,True,todorov-face-evaluation,0.95,,,8.5,5.5,0.833333,0.5,8.5,5.5,0.833333,0.5,0.0,0.0,,,,,,,,,,,5.077,4.122,10.392,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1441.jpg,0,0,True,kaplan-art-restoration,0.95,,,8.5,3.0,0.833333,0.222222,8.5,3.5,0.833333,0.277778,0.0,0.0556,,,,,,,,,,,4.819,4.119,10.93,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1450.jpg,1,1,True,kaplan-art-restoration,0.95,,,7.0,5.5,0.666667,0.5,7.0,4.0,0.666667,0.333333,0.0,-0.1667,,,,,,,,,,,4.694,4.206,10.82,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1460.jpg,2,2,True,panas-discrete-va,0.85,,,6.5,6.5,0.611111,0.611111,6.5,7.0,0.611111,0.666667,0.0,0.0556,,,,,,,,,,,4.718,4.045,11.317,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1463.jpg,3,3,True,panas-discrete-va,0.95,,,8.5,6.5,0.833333,0.611111,7.5,8.5,0.722222,0.833333,-0.1111,0.2222,,,,,,,,,,,5.151,4.522,13.26,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1500.jpg,0,0,True,todorov-face-evaluation,0.95,,,7.0,5.5,0.666667,0.5,7.0,4.5,0.666667,0.388889,0.0,-0.1111,,,,,,,,,,,4.603,4.029,9.535,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1505.jpg,1,1,True,panas-discrete-va,0.98,,,5.5,8.5,0.5,0.833333,7.5,9.0,0.722222,0.888889,0.2222,0.0556,,,,,,,,,,,5.062,4.05,13.128,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1510.jpg,2,2,True,panas-discrete-va,0.95,,,7.0,6.5,0.666667,0.611111,8.5,8.5,0.833333,0.833333,0.1667,0.2222,,,,,,,,,,,5.082,4.237,12.805,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1525.jpg,3,3,True,panas-discrete-va,0.98,,,2.5,9.5,0.166667,0.944444,1.99,8.02,0.11,0.78,-0.0567,-0.1644,,,,,,,,,,,4.939,4.068,9.627,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1540.jpg,0,0,True,todorov-face-evaluation,0.95,,,7.5,6.5,0.722222,0.611111,7.5,6.0,0.722222,0.555556,0.0,-0.0556,,,,,,,,,,,4.939,4.374,9.684,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1560.jpg,1,1,True,berlyne-arousal-pleasure,0.95,,,5.5,8.5,0.5,0.833333,6.5,8.0,0.611111,0.777778,0.1111,-0.0556,,,,,,,,,,,4.935,3.986,11.632,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1590.jpg,2,2,True,kaplan-art-restoration,0.95,,,6.5,5.5,0.611111,0.5,7.0,4.5,0.666667,0.388889,0.0556,-0.1111,,,,,,,,,,,4.524,4.096,10.675,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1595.jpg,3,3,True,panas-discrete-va,0.95,,,7.5,8.5,0.722222,0.833333,8.5,9.0,0.833333,0.888889,0.1111,0.0556,,,,,,,,,,,4.761,4.087,13.862,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1600.jpg,0,0,True,kaplan-art-restoration,0.95,,,7.5,5.5,0.722222,0.5,7.5,4.5,0.722222,0.388889,0.0,-0.1111,,,,,,,,,,,4.801,3.95,8.566,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1601.jpg,1,1,True,panas-discrete-va,0.95,,,8.0,6.0,0.777778,0.555556,8.5,6.5,0.833333,0.611111,0.0556,0.0556,,,,,,,,,,,4.633,3.773,13.311,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1602.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,8.0,6.0,0.777778,0.555556,8.0,6.5,0.777778,0.611111,0.0,0.0556,,,,,,,,,,,4.676,3.996,10.048,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1603.jpg,3,3,True,berlyne-arousal-pleasure,0.95,,,8.5,6.5,0.833333,0.611111,8.0,7.0,0.777778,0.666667,-0.0556,0.0556,,,,,,,,,,,4.704,4.173,11.326,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1604.jpg,0,0,True,berlyne-arousal-pleasure,0.95,,,8.5,6.5,0.833333,0.611111,8.0,6.5,0.777778,0.611111,-0.0556,0.0,,,,,,,,,,,4.713,4.122,10.063,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1605.jpg,1,1,True,berlyne-arousal-pleasure,0.9,,,7.5,6.5,0.722222,0.611111,7.5,6.5,0.722222,0.611111,0.0,0.0,,,,,,,,,,,4.739,4.038,10.84,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1610.jpg,2,2,True,berlyne-arousal-pleasure,0.9,,,7.0,6.0,0.666667,0.555556,7.0,6.5,0.666667,0.611111,0.0,0.0556,,,,,,,,,,,5.119,3.966,11.304,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1616.jpg,3,3,True,berlyne-arousal-pleasure,0.95,,,3.5,8.5,0.277778,0.833333,6.5,8.5,0.611111,0.833333,0.3333,0.0,,,,,,,,,,,4.697,3.996,11.765,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1617.jpg,0,0,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,8.5,0.611111,0.833333,0.1111,0.3333,,,,,,,,,,,4.85,4.113,11.352,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1620.jpg,1,1,True,kaplan-art-restoration,0.95,,,7.0,5.5,0.666667,0.5,7.5,4.5,0.722222,0.388889,0.0556,-0.1111,,,,,,,,,,,4.651,3.874,8.645,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1630.jpg,2,2,True,kaplan-art-restoration,0.95,,,8.0,6.0,0.777778,0.555556,8.0,4.5,0.777778,0.388889,0.0,-0.1667,,,,,,,,,,,4.913,4.003,10.828,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1640.jpg,3,3,True,cognitive-appraisal,0.7,,,5.5,5.5,0.5,0.5,5.5,6.5,0.5,0.611111,0.0,0.1111,,,,,,,,,,,4.502,3.941,11.485,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1645.jpg,0,0,True,cognitive-appraisal,0.8,,,5.5,5.5,0.5,0.5,4.5,7.5,0.388889,0.722222,-0.1111,0.2222,,,,,,,,,,,4.931,3.733,11.287,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1650.jpg,1,1,True,cognitive-appraisal,0.9,,,5.5,5.5,0.5,0.5,5.5,7.5,0.5,0.722222,0.0,0.2222,,,,,,,,,,,5.125,4.157,12.181,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1659.jpg,2,2,True,cognitive-appraisal,0.9,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,4.658,4.321,11.132,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1660.jpg,3,3,True,todorov-face-evaluation,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,4.621,4.105,9.305,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1661.jpg,0,0,True,cognitive-appraisal,0.8,,,6.5,6.5,0.611111,0.611111,5.5,5.5,0.5,0.5,-0.1111,-0.1111,,,,,,,,,,,5.284,3.932,11.939,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1670.jpg,1,1,True,kaplan-art-restoration,0.95,,,6.5,5.5,0.611111,0.5,7.0,4.5,0.666667,0.388889,0.0556,-0.1111,,,,,,,,,,,4.374,4.23,10.346,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1675.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,7.0,0.611111,0.666667,0.1111,0.1667,,,,,,,,,,,4.819,4.355,10.624,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1710.jpg,3,3,True,panas-discrete-va,0.95,,,8.5,6.5,0.833333,0.611111,8.5,6.5,0.833333,0.611111,0.0,0.0,,,,,,,,,,,4.823,4.041,13.024,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1720.jpg,0,0,True,cognitive-appraisal,0.8,,,6.5,5.5,0.611111,0.5,7.0,4.5,0.666667,0.388889,0.0556,-0.1111,,,,,,,,,,,4.997,3.912,11.39,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1721.jpg,1,1,True,panas-discrete-va,0.8,,,7.5,5.5,0.722222,0.5,6.5,4.5,0.611111,0.388889,-0.1111,-0.1111,,,,,,,,,,,5.152,4.084,11.657,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1722.jpg,2,2,True,panas-discrete-va,0.7,,,6.5,5.5,0.611111,0.5,5.5,5.5,0.5,0.5,-0.1111,0.0,,,,,,,,,,,4.607,4.245,9.205,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1726.jpg,3,3,True,panas-discrete-va,0.98,,,3.5,9.0,0.277778,0.888889,2.0,9.0,0.111111,0.888889,-0.1667,0.0,,,,,,,,,,,4.725,4.078,14.002,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1731.jpg,0,0,True,kaplan-art-restoration,0.95,,,6.5,5.5,0.611111,0.5,7.0,4.0,0.666667,0.333333,0.0556,-0.1667,,,,,,,,,,,5.269,4.204,10.233,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1740.jpg,1,1,True,panas-discrete-va,0.85,,,5.5,5.5,0.5,0.5,5.5,7.0,0.5,0.666667,0.0,0.1667,,,,,,,,,,,4.659,4.065,12.758,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1750.jpg,2,2,True,berlyne-arousal-pleasure,0.9,,,8.0,4.5,0.777778,0.388889,7.5,6.5,0.722222,0.611111,-0.0556,0.2222,,,,,,,,,,,4.832,4.008,11.068,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1810.jpg,3,3,True,todorov-face-evaluation,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,4.784,4.121,9.827,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1811.jpg,0,0,True,panas-discrete-va,0.95,,,6.5,8.5,0.611111,0.833333,9.0,9.0,0.888889,0.888889,0.2778,0.0556,,,,,,,,,,,5.133,3.788,12.122,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1812.jpg,1,1,True,kaplan-art-restoration,0.95,,,7.0,5.5,0.666667,0.5,7.0,4.5,0.666667,0.388889,0.0,-0.1111,,,,,,,,,,,4.71,4.058,10.634,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1820.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,3.5,8.5,0.277778,0.833333,5.5,7.5,0.5,0.722222,0.2222,-0.1111,,,,,,,,,,,5.017,3.999,9.882,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1850.jpg,3,3,True,kaplan-art-restoration,0.95,,,7.0,4.5,0.666667,0.388889,7.5,4.5,0.722222,0.388889,0.0556,0.0,,,,,,,,,,,5.134,4.493,11.241,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1900.jpg,0,0,True,berlyne-arousal-pleasure,0.95,,,8.0,6.5,0.777778,0.611111,7.5,6.5,0.722222,0.611111,-0.0556,0.0,,,,,,,,,,,4.457,3.938,10.547,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1903.jpg,1,1,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,6.5,6.5,0.611111,0.611111,0.1111,0.1111,,,,,,,,,,,4.931,3.936,10.414,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1908.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,7.5,6.5,0.722222,0.611111,7.0,6.5,0.666667,0.611111,-0.0556,0.0,,,,,,,,,,,5.064,4.042,10.889,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1910.jpg,3,3,True,berlyne-arousal-pleasure,0.9,,,6.5,6.5,0.611111,0.611111,6.5,7.0,0.611111,0.666667,0.0,0.0556,,,,,,,,,,,4.825,3.884,10.023,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1920.jpg,0,0,True,berlyne-arousal-pleasure,0.95,,,8.0,6.5,0.777778,0.611111,7.5,6.5,0.722222,0.611111,-0.0556,0.0,,,,,,,,,,,5.076,4.362,10.119,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1930.jpg,1,1,True,panas-discrete-va,0.95,,,2.5,9.0,0.166667,0.888889,1.5,9.1,0.055556,0.9,-0.1111,0.0111,,,,,,,,,,,4.731,3.802,13.79,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1931.jpg,2,2,True,panas-discrete-va,0.95,,,3.0,8.0,0.222222,0.777778,1.5,9.1,0.055556,0.9,-0.1667,0.1222,,,,,,,,,,,4.652,4.069,13.725,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1932.jpg,3,3,True,panas-discrete-va,0.95,,,3.0,9.0,0.222222,0.888889,2.0,9.0,0.111111,0.888889,-0.1111,0.0,,,,,,,,,,,5.03,3.924,13.789,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1935.jpg,0,0,True,berlyne-arousal-pleasure,0.9,,,5.5,5.5,0.5,0.5,6.5,7.0,0.611111,0.666667,0.1111,0.1667,,,,,,,,,,,4.485,4.341,11.092,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1942.jpg,1,1,True,kaplan-art-restoration,0.95,,,7.0,4.0,0.666667,0.333333,7.5,4.0,0.722222,0.333333,0.0556,0.0,,,,,,,,,,,4.866,4.084,10.062,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1945.jpg,2,2,True,berlyne-arousal-pleasure,0.95,,,5.5,5.5,0.5,0.5,6.5,8.0,0.611111,0.777778,0.1111,0.2778,,,,,,,,,,,4.648,4.395,10.62,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1947.jpg,3,3,True,berlyne-arousal-pleasure,0.95,,,6.5,6.5,0.611111,0.611111,7.0,7.0,0.666667,0.666667,0.0556,0.0556,,,,,,,,,,,5.276,4.165,10.47,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1999.jpg,0,0,True,panas-discrete-va,0.95,,,9.0,6.5,0.888889,0.611111,9.0,7.5,0.888889,0.722222,0.0,0.1111,,,,,,,,,,,5.102,4.363,13.746,,,
