image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1525.jpg,3,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,2.5,9.5,0.166667,0.944444,1.8,9.2,0.088889,0.911111,-0.0778,-0.0333,,,,,,,,,,,13.735,15.875,33.948,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1595.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a horse running in a grassy field, which is a dynamic but non-affective scene lacking clear cues for specialized psychological constructs.",False,0.95,,,7.5,8.5,0.722222,0.833333,7.5,8.5,0.722222,0.833333,0.0,0.0,,,,,,,,,,,14.423,11.819,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1603.jpg,3,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.5,6.5,0.833333,0.611111,7.5,7.0,0.722222,0.666667,-0.1111,0.0556,,,,,,,,,,,17.62,15.366,40.797,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1616.jpg,3,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.5,8.5,0.277778,0.833333,2.5,8.5,0.166667,0.833333,-0.1111,0.0,,,,,,,,,,,19.318,19.211,36.784,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1640.jpg,3,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,3.0,7.5,0.222222,0.722222,-0.2778,0.2222,,,,,,,,,,,15.749,19.729,37.338,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1660.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,4.5,6.5,0.388889,0.611111,-0.1111,0.1111,,,,,,,,,,,16.075,19.423,33.303,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1710.jpg,3,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.5,6.5,0.833333,0.611111,8.5,4.5,0.833333,0.388889,0.0,-0.2222,,,,,,,,,,,15.56,20.015,43.981,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1726.jpg,3,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,8.5,0.5,0.833333,1.8,9.2,0.088889,0.911111,-0.4111,0.0778,,,,,,,,,,,16.4,19.467,37.017,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1810.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a hippopotamus in water, with no clear affective mechanism from awe, baby schema, fear, disgust, restoration, arousal-pleasure, appraisal, body language, or face evaluation.",False,0.98,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,15.871,13.809,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1850.jpg,3,,True,awe,awe,"[""awe""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,4.5,0.666667,0.388889,7.5,6.5,0.722222,0.611111,0.0556,0.2222,,,,,,,,,,,16.079,18.515,41.952,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1910.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a natural underwater scene with fish, lacking any dominant affective mechanism from specialized psychology constructs.",False,0.98,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,18.211,12.099,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1932.jpg,3,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,9.0,0.222222,0.888889,1.8,9.2,0.088889,0.911111,-0.1333,0.0222,,,,,,,,,,,15.273,15.906,44.746,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1947.jpg,3,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,6.5,0.611111,0.611111,7.0,7.5,0.666667,0.722222,0.0556,0.1111,,,,,,,,,,,17.273,18.089,42.769,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2005.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.722222,0.5,7.5,5.0,0.722222,0.444444,0.0,-0.0556,,,,,,,,,,,15.924,16.298,33.854,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2020.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.5,6.0,0.833333,0.555556,8.5,6.0,0.833333,0.555556,0.0,0.0,,,,,,,,,,,15.1,16.442,30.508,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2032.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.611111,0.5,7.0,5.5,0.666667,0.5,0.0556,0.0,,,,,,,,,,,16.783,16.984,32.759,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2037.jpg,3,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,3.5,0.611111,0.277778,7.0,4.0,0.666667,0.333333,0.0556,0.0556,,,,,,,,,,,15.358,18.527,37.322,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2045.jpg,3,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.5,6.5,0.833333,0.611111,9.0,4.5,0.888889,0.388889,0.0556,-0.2222,,,,,,,,,,,14.864,13.768,39.782,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2055.jpg,3,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,5.5,7.5,0.5,0.722222,0.0,0.2222,,,,,,,,,,,15.848,20.54,37.455,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2060.jpg,3,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.0,3.0,0.777778,0.222222,8.5,4.0,0.833333,0.333333,0.0556,0.1111,,,,,,,,,,,15.498,16.294,32.75,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2080.jpg,3,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,8.0,4.5,0.777778,0.388889,0.2778,-0.1111,,,,,,,,,,,17.072,13.348,38.059,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2100.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.5,8.5,0.277778,0.833333,3.0,8.5,0.222222,0.833333,-0.0556,0.0,,,,,,,,,,,16.513,16.672,32.53,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2107.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.611111,0.5,6.5,5.5,0.611111,0.5,0.0,0.0,,,,,,,,,,,14.046,14.305,37.834,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2122.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,The image shows a highly expressive human face with no dominant specialized psychological construct visible.,False,0.98,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,15.351,14.533,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2151.jpg,3,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.5,5.5,0.833333,0.5,8.5,4.5,0.833333,0.388889,0.0,-0.1111,,,,,,,,,,,16.191,17.312,40.671,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2155.jpg,3,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.0,4.5,0.777778,0.388889,8.0,5.0,0.777778,0.444444,0.0,0.0556,,,,,,,,,,,15.4,15.865,51.73,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2165.jpg,3,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.5,6.0,0.833333,0.555556,8.5,4.5,0.833333,0.388889,0.0,-0.1667,,,,,,,,,,,15.436,15.318,33.46,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2200.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,6.5,5.5,0.611111,0.5,0.1111,0.0,,,,,,,,,,,13.037,14.729,26.346,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2209.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a tender, intimate human interaction without a dominant affective mechanism that maps to any specialized psychology skill.",False,0.95,,,7.5,5.5,0.722222,0.5,7.5,5.5,0.722222,0.5,0.0,0.0,,,,,,,,,,,15.131,15.402,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2215.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,16.625,17.596,30.54,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2221.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,4.5,5.5,0.388889,0.5,-0.1111,0.0,,,,,,,,,,,18.095,17.471,31.117,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2235.jpg,3,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,6.5,0.611111,0.611111,6.5,6.5,0.611111,0.611111,0.0,0.0,,,,,,,,,,,18.636,16.082,45.304,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2270.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,6.5,5.5,0.611111,0.5,0.1111,0.0,,,,,,,,,,,14.79,13.793,28.461,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2274.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,The image features children in a garden setting with no dominant affective mechanism from specialized psychology constructs.,False,0.98,,,7.5,6.5,0.722222,0.611111,7.5,6.5,0.722222,0.611111,0.0,0.0,,,,,,,,,,,15.68,14.972,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2280.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,16.535,15.141,28.488,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2302.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,6.5,5.5,0.611111,0.5,0.1111,0.0,,,,,,,,,,,16.806,17.63,28.075,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2306.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,9.0,9.0,0.888889,0.888889,9.0,9.0,0.888889,0.888889,0.0,0.0,,,,,,,,,,,14.515,16.194,35.805,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2311.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.5,4.5,0.833333,0.388889,7.5,4.5,0.722222,0.388889,-0.1111,0.0,,,,,,,,,,,14.474,19.545,38.692,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2331.jpg,3,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,4.5,0.722222,0.388889,8.5,4.0,0.833333,0.333333,0.1111,-0.0556,,,,,,,,,,,14.913,18.767,38.129,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2341.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,"The image features three children with expressive faces, but no single specialized skill is strongly activated by the visible cues.",False,0.95,,,7.5,6.5,0.722222,0.611111,7.5,6.5,0.722222,0.611111,0.0,0.0,,,,,,,,,,,17.696,16.546,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2345.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts children in a joyful, high-arousal social scene that does not strongly activate any specialized psychology skill's core constructs.",False,0.95,,,8.5,7.0,0.833333,0.666667,8.5,7.0,0.833333,0.666667,0.0,0.0,,,,,,,,,,,13.152,15.356,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2352.jpg,3,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.5,7.5,0.833333,0.722222,8.5,7.5,0.833333,0.722222,0.0,0.0,,,,,,,,,,,14.605,18.589,34.992,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2358.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,The image depicts a family portrait with no dominant affective mechanism from specialized psychology constructs.,False,0.98,,,7.0,5.5,0.666667,0.5,7.0,5.5,0.666667,0.5,0.0,0.0,,,,,,,,,,,17.203,12.955,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2370.jpg,3,,True,no_specialized_skill,no_specialized_skill,[],0,"The image shows three men in tuxedos with joyful expressions, but no specialized skill is strongly activated by the visible cues.",False,0.98,,,8.5,6.0,0.833333,0.555556,8.5,6.0,0.833333,0.555556,0.0,0.0,,,,,,,,,,,16.734,13.489,0.0,,,
