image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,direct_activation_evidence,direct_arousal_gate,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_activation_evidence,skill_arousal_gate,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1333.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is strongly visible; birds are calm, no threat, novelty, or stakes.",False,1.0,,,7.0,5.0,0.75,0.5,"[""bird drinking water with visible droplets"", ""birds perched in close proximity""]",,7.0,5.0,0.75,0.5,,"[""bird drinking water with visible droplets"", ""birds perched in close proximity""]",,0.0,0.0,,,,,,,,,,,6.244,3.661,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1410.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,"[""direct eye contact with viewer"", ""alert facial expression""]",,7.2,3.8,0.775,0.35,strong,[],,0.025,-0.15,,,,,,,,,,,5.65,3.512,20.527,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1450.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is visibly dominant; bird is neutral, calm, no threat or novelty.",False,1.0,,,7.0,4.5,0.75,0.4375,[],,7.0,4.5,0.75,0.4375,,[],,0.0,0.0,,,,,,,,,,,5.504,3.452,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1505.jpg,,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,7.5,0.6875,0.8125,"[""dogs in full sprint motion"", ""intense competition in race"", ""dynamic blur indicating high speed""]",,5.5,6.8,0.5625,0.725,strong,"[""high-speed motion blur of racing dogs"", ""dynamic diagonal composition"", ""imminent competitive proximity""]",,-0.125,-0.0875,,,,,,,,,,,6.537,3.89,20.684,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1560.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,6.5,7.5,0.6875,0.8125,"[""bird in mid-flight with wings spread wide"", ""talons extended and ready to strike"", ""dynamic posture suggesting imminent action""]",,3.5,6.5,0.3125,0.6875,strong,"[""strike posture"", ""facing viewer"", ""extended talons""]",,-0.375,-0.125,,,,,,,,,,,6.823,3.42,18.916,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1601.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.0,0.8125,0.5,"[""man smiling while feeding giraffe"", ""giraffe leaning in to eat from hands""]",,7.0,4.5,0.75,0.4375,strong,[],,-0.0625,-0.0625,,,,,,,,,,,6.632,3.776,21.641,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1605.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No specialized affective mechanism dominates; butterfly and fruit are neutral stimuli.,False,1.0,,,7.5,5.0,0.8125,0.5,"[""butterfly perched on fruit, implying interaction with environment""]",,7.5,5.0,0.8125,0.5,,"[""butterfly perched on fruit, implying interaction with environment""]",,0.0,0.0,,,,,,,,,,,6.116,3.057,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1620.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Neutral animal behavior at water's edge; no strong affective mechanism visible.,False,0.99,,,7.0,4.5,0.75,0.4375,[],,7.0,4.5,0.75,0.4375,,[],,0.0,0.0,,,,,,,,,,,5.7,3.177,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1650.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,6.5,5.5,0.6875,0.5625,"[""predator in motion"", ""intense gaze"", ""close proximity to viewer""]",,4.0,5.5,0.375,0.5625,strong,"[""direct orientation toward viewer"", ""close proximity"", ""predatory crouch""]",,-0.3125,0.0,,,,,,,,,,,6.552,3.73,19.403,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1670.jpg,,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,4.5,0.75,0.4375,"[""cow walking with legs in motion""]",,6.5,3.5,0.6875,0.3125,strong,[],,-0.0625,-0.125,,,,,,,,,,,6.127,3.374,19.341,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1721.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,5.0,0.8125,0.5,"[""tiger cub clinging to mother's back"", ""mother tiger's alert gaze""]",,7.2,3.8,0.775,0.35,strong,[],,-0.0375,-0.15,,,,,,,,,,,6.841,3.536,20.465,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1740.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Owl’s alert expression lacks clear affective mechanism beyond neutral curiosity.,False,0.99,,,5.5,5.0,0.5625,0.5,"[""intense, wide-open eyes with direct gaze"", ""alert posture on branch""]",,5.5,5.0,0.5625,0.5,,"[""intense, wide-open eyes with direct gaze"", ""alert posture on branch""]",,0.0,0.0,,,,,,,,,,,6.383,3.182,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1812.jpg,,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,4.5,0.75,0.4375,[],,7.0,3.5,0.75,0.3125,strong,[],,0.0,-0.125,,,,,,,,,,,6.767,3.475,20.966,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1903.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No affective mechanism dominates; isolated shrimp on plain background.,False,1.0,,,6.5,4.0,0.6875,0.375,[],,6.5,4.0,0.6875,0.375,,[],,0.0,0.0,,,,,,,,,,,6.194,3.117,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1930.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.5,8.5,0.3125,0.9375,"[""imminent threat: shark mouth open wide and close to viewer"", ""intense facial/body display: sharp teeth and dark gape""]",,3.0,7.5,0.25,0.8125,strong,"[""open jaws"", ""facing viewer"", ""close proximity""]",,-0.0625,-0.125,,,,,,,,,,,6.477,3.327,17.114,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1942.jpg,,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,4.5,0.75,0.4375,[],,7.0,3.0,0.75,0.25,strong,[],,0.0,-0.1875,,,,,,,,,,,5.88,3.476,20.291,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2000.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""intense facial expression with wide smile and visible teeth""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 4.8 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,5.528,3.568,19.384,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2018.jpg,,,True,facial-expression-affect,direct-va-baseline,"[""facial-expression-affect""]",1,All specialized candidates failed their evidence gate; retaining Direct VA.,True,0.9,,,7.0,5.0,0.75,0.5,"[""intense eye contact"", ""dramatic lighting on eyes""]",,7.0,5.0,0.75,0.5,,"[""intense eye contact"", ""dramatic lighting on eyes""]",,0.0,0.0,,,,,,,,,,,6.924,3.744,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2026.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No strong affective mechanism visible beyond routine retail activity.,False,0.99,,,5.5,4.5,0.5625,0.4375,"[""person standing at checkout counter, engaged in routine task""]",,5.5,4.5,0.5625,0.4375,,"[""person standing at checkout counter, engaged in routine task""]",,0.0,0.0,,,,,,,,,,,5.731,3.038,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2035.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,7.5,4.5,0.8125,0.4375,[],,7.5,4.5,0.8125,0.4375,strong,[],arousal 4.8 capped to 4.5: empty activation_evidence,0.0,0.0,,,,,,,,,,,5.6,3.349,20.857,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2039.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No strong affective mechanism visible; people are present but no clear emotion, threat, or consequential event.",False,0.99,,,5.0,4.5,0.5,0.4375,[],,5.0,4.5,0.5,0.4375,,[],,0.0,0.0,,,,,,,,,,,7.301,3.504,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2053.jpg,,,True,baby-schema,baby-schema,"[""baby-schema"", ""cognitive-appraisal""]",2,"The image's primary psychological trigger is the infant's neotenic morphology, which directly activates the baby schema. The medical context and equipment are contextual modifiers that suppress arousal but do not negate the schema's valence-activating potential. The 'cognitive-appraisal' analysis misapplies a higher-level interpretive skill to a scene dominated by innate biological triggers, which is inappropriate for this image. The baby-schema analysis correctly scopes the image and provides a more accurate VA estimate based on visible cues.",False,0.95,,,5.0,5.0,0.5,0.5,"[""medical equipment in use"", ""interventional care visible"", ""presence of human hand interacting""]",,5.0,4.5,0.5,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.0625,,,,,,,,,,,6.547,3.429,17.715,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2057.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.5,0.8125,0.4375,[],,7.2,3.8,0.775,0.35,strong,[],,-0.0375,-0.0875,,,,,,,,,,,6.329,3.552,19.474,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2071.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,7.5,5.0,0.8125,0.5,"[""smiling facial expression with open mouth and bright eyes""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 4.8 capped to 4.5: empty activation_evidence,0.0,-0.0625,,,,,,,,,,,5.857,3.357,20.465,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2092.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,6.5,0.5,0.6875,"[""intense facial expressions: one clown with wide-open mouth, another with exaggerated frown, third with smiling mouth""]",,5.0,4.5,0.5,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.25,,,,,,,,,,,7.419,3.639,25.147,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2102.jpg,,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.5,4.0,0.5625,0.375,[],,6.5,3.5,0.6875,0.3125,strong,[],,0.125,-0.0625,,,,,,,,,,,6.398,3.506,19.984,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2115.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,6.8,0.5,0.725,"[""intense facial expression with open mouth and visible teeth"", ""extensive body modification and adornment suggesting high-energy presentation""]",,3.5,6.8,0.3125,0.725,strong,"[""open mouth with bared teeth"", ""intense eye makeup"", ""visible body adornments (chains, spikes) suggesting performance or display""]",,-0.1875,0.0,,,,,,,,,,,7.672,3.548,23.147,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2141.jpg,,,True,facial-expression-affect,direct-va-baseline,"[""facial-expression-affect""]",1,All specialized candidates failed their evidence gate; retaining Direct VA.,True,0.98,,,3.5,6.5,0.3125,0.6875,"[""intense facial expression of distress"", ""hand covering mouth in apparent shock or grief"", ""close interpersonal proximity in emotionally charged moment""]",,3.5,6.5,0.3125,0.6875,,"[""intense facial expression of distress"", ""hand covering mouth in apparent shock or grief"", ""close interpersonal proximity in emotionally charged moment""]",,0.0,0.0,,,,,,,,,,,7.578,3.714,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2153.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.5,0.8125,0.4375,[],,7.5,3.8,0.8125,0.35,strong,[],,0.0,-0.0875,,,,,,,,,,,5.558,3.095,19.757,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2158.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""children hugging and smiling broadly"", ""visible joyful facial expressions"", ""group posing with energetic body language""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,6.472,3.414,19.067,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2190.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,4.5,0.5,0.4375,[],,5.0,4.5,0.5,0.4375,strong,[],,0.0,0.0,,,,,,,,,,,5.212,3.739,20.809,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2206.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No affective mechanism dominates; fingerprinting is routine, not emotionally charged.",False,1.0,,,5.0,5.0,0.5,0.5,"[""finger pressing against paper, implying active participation in fingerprinting""]",,5.0,5.0,0.5,0.5,,"[""finger pressing against paper, implying active participation in fingerprinting""]",,0.0,0.0,,,,,,,,,,,6.391,3.135,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2211.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.5,4.5,0.6875,0.4375,[],,5.0,4.5,0.5,0.4375,strong,[],,-0.1875,0.0,,,,,,,,,,,5.448,3.279,16.208,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2217.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""children raising hands"", ""teacher pointing and smiling""]",,7.0,4.5,0.75,0.4375,strong,[],,-0.0625,-0.125,,,,,,,,,,,5.576,3.612,19.808,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2224.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,6.5,0.8125,0.6875,"[""children laughing with open mouths"", ""visible motion implied by dynamic poses""]",,7.5,5.8,0.8125,0.6,strong,"[""open-mouth laughter"", ""visible teeth showing"", ""raised cheeks""]",,0.0,-0.0875,,,,,,,,,,,5.71,3.7,22.513,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2250.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,4.5,0.5,0.4375,[],,4.5,4.5,0.4375,0.4375,strong,[],,-0.0625,0.0,,,,,,,,,,,5.375,3.821,21.144,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2272.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No strong affective mechanism visible; children present without clear emotional or consequential signal.,False,1.0,,,5.5,4.5,0.5625,0.4375,"[""children walking away from viewer"", ""child standing still near wall""]",,5.5,4.5,0.5625,0.4375,,"[""children walking away from viewer"", ""child standing still near wall""]",,0.0,0.0,,,,,,,,,,,5.604,3.14,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2278.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,"[""intense, wide-eyed gaze directed upward and outward"", ""close physical proximity suggesting vulnerability or shared attention"", ""visible tension in facial expressions and body posture""]",,5.0,4.5,0.5,0.4375,strong,[],,0.0,-0.0625,,,,,,,,,,,7.676,3.627,21.329,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2300.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.5,0.8125,0.4375,[],,7.0,4.5,0.75,0.4375,strong,[],,-0.0625,0.0,,,,,,,,,,,5.557,3.401,20.709,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2304.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.5,0.8125,0.4375,[],,7.0,4.5,0.75,0.4375,strong,[],,-0.0625,0.0,,,,,,,,,,,5.273,3.393,19.61,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2309.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.5,5.5,0.6875,0.5625,"[""cow's open mouth with drool"", ""girl actively holding lead rope""]",,3.5,4.2,0.3125,0.4,strong,[],,-0.375,-0.1625,,,,,,,,,,,7.217,3.568,17.373,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2314.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,5.5,0.8125,0.5625,"[""child holding binoculars up to eyes"", ""smiling expression""]",,7.0,4.5,0.75,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.0625,-0.125,,,,,,,,,,,5.827,3.788,21.099,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2339.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No strong affective mechanism visible beyond playful interaction.,False,1.0,,,7.0,6.0,0.75,0.625,"[""children pulling on jersey with visible motion"", ""playful physical interaction"", ""smiling facial expressions""]",,7.0,6.0,0.75,0.625,,"[""children pulling on jersey with visible motion"", ""playful physical interaction"", ""smiling facial expressions""]",,0.0,0.0,,,,,,,,,,,6.419,2.918,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2343.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,6.5,0.8125,0.6875,"[""intense smiling faces"", ""physical embrace and playful interaction"", ""visible motion implied by dynamic poses""]",,7.5,5.5,0.8125,0.5625,strong,"[""open-mouth laughter"", ""wide smiles with visible teeth"", ""joyful physical embrace""]",,0.0,-0.125,,,,,,,,,,,6.35,3.866,26.677,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2347.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,6.5,0.8125,0.6875,"[""multiple children with wide smiles and open mouths showing joy"", ""one child looking upward with expressive excitement"", ""visible motion implied by raised hand and engaged postures""]",,7.5,5.8,0.8125,0.6,strong,"[""open-mouth laughter"", ""wide, engaged eyes"", ""upturned cheeks""]",,0.0,-0.0875,,,,,,,,,,,7.264,3.676,21.279,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2354.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,7.5,6.5,0.8125,0.6875,"[""intense facial expression with wide eyes"", ""close interpersonal contact with kiss"", ""hands framing face showing emotional engagement""]",,7.5,5.5,0.8125,0.5625,strong,"[""wide-eyed surprise"", ""smiling mouth with visible teeth""]",,0.0,-0.125,,,,,,,,,,,6.107,3.878,20.758,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2360.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.5,4.0,0.8125,0.375,[],,7.5,4.5,0.8125,0.4375,strong,[],,0.0,0.0625,,,,,,,,,,,5.85,3.31,19.452,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2373.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No clear affective mechanism dominates; musicians posing without consequential event or strong compositional stimulation.,False,1.0,,,7.5,5.5,0.8125,0.5625,"[""man playing trumpet with focused expression"", ""man holding guitar with engaged posture"", ""man smiling with mustache and sombrero""]",,7.5,5.5,0.8125,0.5625,,"[""man playing trumpet with focused expression"", ""man holding guitar with engaged posture"", ""man smiling with mustache and sombrero""]",,0.0,0.0,,,,,,,,,,,6.521,3.589,0.0,,,
