image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,direct_activation_evidence,direct_arousal_gate,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_activation_evidence,skill_arousal_gate,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1947.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is strongly visible; subject is a small, non-human cephalopod in water.",False,1.0,,,7.0,5.0,0.75,0.5,"[""visible motion implied by tentacle positioning and bubble presence""]",,7.0,5.0,0.75,0.5,,"[""visible motion implied by tentacle positioning and bubble presence""]",,0.0,0.0,,,,,,,,,,,6.155,3.592,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2005.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.5,0.8125,0.4375,[],,7.0,4.5,0.75,0.4375,strong,[],,-0.0625,0.0,,,,,,,,,,,5.42,3.383,20.52,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2020.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""intense facial expression with wide smile and crinkled eyes""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 4.8 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,6.223,3.625,18.104,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2032.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No clear affective mechanism dominates; face is blurred, action is routine makeup application.",False,0.98,,,7.0,5.0,0.75,0.5,"[""hand applying makeup to eye"", ""focused facial expression""]",,7.0,5.0,0.75,0.5,,"[""hand applying makeup to eye"", ""focused facial expression""]",,0.0,0.0,,,,,,,,,,,5.803,3.293,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2037.jpg,,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,4.0,0.75,0.375,[],,6.5,3.5,0.6875,0.3125,strong,[],,-0.0625,-0.0625,,,,,,,,,,,6.396,3.581,23.736,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2045.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,7.5,5.5,0.8125,0.5625,"[""intense facial expression with wide eyes and open mouth showing teeth""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,5.661,3.422,17.663,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2055.jpg,,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,"[""person submerged underwater with arms raised, hair flowing, suggesting active motion or struggle""]",,3.5,6.0,0.3125,0.625,strong,"[""arms raised in defensive posture"", ""hair and limbs in motion underwater"", ""body tensed against water resistance""]",,-0.1875,0.125,,,,,,,,,,,6.329,3.438,21.816,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2060.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,3.5,0.8125,0.3125,[],,7.5,3.5,0.8125,0.3125,strong,[],,0.0,0.0,,,,,,,,,,,5.541,3.172,19.688,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2080.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,6.5,4.5,0.6875,0.4375,[],,7.0,3.8,0.75,0.35,strong,[],,0.0625,-0.0875,,,,,,,,,,,6.005,3.145,20.167,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2100.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.5,6.8,0.3125,0.725,"[""intense facial expression with bared teeth and furrowed brow indicating aggression or threat""]",,2.8,6.0,0.225,0.625,strong,"[""furrowed brows"", ""wide eyes"", ""bared teeth""]",,-0.0875,-0.1,,,,,,,,,,,6.358,3.445,19.973,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2107.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral face, no clear expression, no visible stakes or environmental cues for specialized skill.",False,0.99,,,6.5,4.5,0.6875,0.4375,[],,6.5,4.5,0.6875,0.4375,,[],,0.0,0.0,,,,,,,,,,,5.436,3.39,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2122.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,6.5,0.5,0.6875,"[""intense facial expression with open mouth and tongue out"", ""eyes squeezed shut indicating strong physical exertion or reaction""]",,3.5,6.0,0.3125,0.625,strong,"[""extreme facial expression with eyes closed and tongue protruded""]",,-0.1875,-0.0625,,,,,,,,,,,7.757,3.433,20.32,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2151.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.5,0.8125,0.4375,[],,7.5,4.8,0.8125,0.475,strong,"[""gentle water play"", ""infant's calm facial expression"", ""adult's smiling face""]",,0.0,0.0375,,,,,,,,,,,5.827,3.197,22.113,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2155.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,4.5,0.8125,0.4375,[],,7.5,5.0,0.8125,0.5,strong,"[""man's hands cradling belly"", ""woman's hand resting on man's head"", ""intimate physical contact""]",,0.0,0.0625,,,,,,,,,,,5.499,3.778,17.67,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2165.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""man's wide smile showing teeth"", ""baby's alert gaze and slightly open mouth""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,6.247,3.509,22.223,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2200.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,4.5,0.6875,0.4375,[],,5.0,4.5,0.5,0.4375,strong,[],,-0.1875,0.0,,,,,,,,,,,5.678,3.324,19.571,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2209.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No strong affective mechanism visible beyond gentle interaction.,False,0.99,,,7.5,4.5,0.8125,0.4375,[],,7.5,4.5,0.8125,0.4375,,[],,0.0,0.0,,,,,,,,,,,6.573,3.123,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2215.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral face, no clear expression, no visible stakes or environmental cues for specialized affect.",False,0.99,,,5.0,4.5,0.5,0.4375,[],,5.0,4.5,0.5,0.4375,,[],,0.0,0.0,,,,,,,,,,,5.579,3.225,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2221.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,4.5,0.5,0.4375,[],,4.0,4.5,0.375,0.4375,strong,[],,-0.125,0.0,,,,,,,,,,,6.419,3.649,17.41,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2235.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No strong affective mechanism visible beyond routine human activity in a shop.,False,1.0,,,6.5,4.5,0.6875,0.4375,"[""man actively preparing food at counter""]",,6.5,4.5,0.6875,0.4375,,"[""man actively preparing food at counter""]",,0.0,0.0,,,,,,,,,,,5.712,2.744,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2270.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,4.5,0.6875,0.4375,[],,5.0,4.5,0.5,0.4375,strong,[],,-0.1875,0.0,,,,,,,,,,,5.777,3.593,20.311,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2274.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.0,0.8125,0.5,"[""child smiling broadly"", ""child making playful face""]",,6.5,4.5,0.6875,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.125,-0.0625,,,,,,,,,,,5.521,3.406,25.921,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2280.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,4.5,0.5,0.4375,[],,5.0,4.5,0.5,0.4375,strong,[],,0.0,0.0,,,,,,,,,,,5.506,3.539,19.197,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2302.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.5,5.5,0.6875,0.5625,"[""child holding camera with focused posture"", ""intense gaze directed at camera lens""]",,5.0,4.5,0.5,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.1875,-0.125,,,,,,,,,,,6.127,3.493,18.043,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2306.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,8.5,7.5,0.9375,0.8125,"[""intense facial expression with wide-open mouth and eyes closed"", ""water splashing dynamically around the face"", ""hands gripping water in motion""]",,8.0,6.0,0.875,0.625,strong,"[""open-mouth laughter"", ""eyes squeezed shut in joy"", ""water splashing around face""]",,-0.0625,-0.1875,,,,,,,,,,,6.906,3.266,21.756,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2311.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.5,0.8125,0.4375,[],,7.0,4.5,0.75,0.4375,strong,[],,-0.0625,0.0,,,,,,,,,,,6.507,3.254,21.433,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2331.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,4.0,0.8125,0.375,[],,7.5,3.8,0.8125,0.35,strong,[],,0.0,-0.025,,,,,,,,,,,5.932,3.21,20.605,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2341.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.2,5.1,0.775,0.5125,"[""child on left smiling broadly with visible teeth"", ""child on right smiling with visible teeth"", ""central child with wide eyes and open mouth looking directly at viewer""]",,6.5,4.5,0.6875,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.0875,-0.075,,,,,,,,,,,6.861,3.71,22.215,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2345.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,6.0,0.8125,0.625,"[""children smiling broadly and looking up at camera"", ""group huddled together in dynamic pose"", ""bright, saturated clothing and sunny beach setting""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.1875,,,,,,,,,,,7.133,3.419,19.016,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2352.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,6.5,0.8125,0.6875,"[""intense facial expression with wide eyes"", ""close interpersonal contact with kiss"", ""hands framing face indicating emotional engagement""]",,7.5,5.5,0.8125,0.5625,strong,"[""wide-eyed surprise"", ""smiling mouth"", ""hand framing face""]",,0.0,-0.125,,,,,,,,,,,6.164,3.582,19.965,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2358.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Family posing without visible consequential event or strong affective mechanism.,False,1.0,,,6.5,4.5,0.6875,0.4375,[],,6.5,4.5,0.6875,0.4375,,[],,0.0,0.0,,,,,,,,,,,5.875,3.033,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2370.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,"[""visible laughter and smiling faces"", ""direct eye contact and social engagement""]",,7.5,4.5,0.8125,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,6.523,3.643,24.481,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2375.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.5,5.0,0.3125,0.5,"[""intense facial expression with wide eyes and parted mouth""]",,3.5,6.5,0.3125,0.6875,strong,"[""wide-eyed stare"", ""open mouth with visible teeth""]",,0.0,0.1875,,,,,,,,,,,5.993,3.292,21.442,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2382.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No clear affective mechanism dominates; artist focused on drawing, no visible emotion, stakes, or environmental cues.",False,1.0,,,6.5,4.5,0.6875,0.4375,"[""artist's focused hand movement""]",,6.5,4.5,0.6875,0.4375,,"[""artist's focused hand movement""]",,0.0,0.0,,,,,,,,,,,5.08,3.435,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2387.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.5,0.75,0.5625,"[""children engaged in social interaction"", ""one child covering mouth in amused expression"", ""smiling faces and direct gazes""]",,7.0,4.5,0.75,0.4375,strong,[],arousal 5.0 capped to 4.5: empty activation_evidence,0.0,-0.125,,,,,,,,,,,6.421,3.394,20.75,,,
