image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1505.jpg,1,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,8.5,0.5,0.833333,6.5,9.0,0.611111,0.888889,0.1111,0.0556,,,,,,,,,,,15.203,20.621,39.841,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1560.jpg,1,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.5,8.5,0.166667,0.833333,-0.3333,0.3333,,,,,,,,,,,17.892,13.972,39.061,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1601.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a calm, positive interaction between a zookeeper and giraffes, with no dominant affective mechanism from specialized psychology constructs.",False,0.95,,,8.0,6.0,0.777778,0.555556,8.0,6.0,0.777778,0.555556,0.0,0.0,,,,,,,,,,,16.335,12.55,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1605.jpg,1,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.5,0.722222,0.611111,7.5,6.5,0.722222,0.611111,0.0,0.0,,,,,,,,,,,14.494,18.638,38.204,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1620.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.5,0.666667,0.5,7.5,3.5,0.722222,0.277778,0.0556,-0.2222,,,,,,,,,,,15.59,15.818,41.472,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1650.jpg,1,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,2.5,8.0,0.166667,0.777778,-0.3333,0.2778,,,,,,,,,,,15.073,18.679,35.632,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1670.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.611111,0.5,7.0,3.5,0.666667,0.277778,0.0556,-0.2222,,,,,,,,,,,13.587,14.724,31.707,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1721.jpg,1,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,5.5,0.722222,0.5,8.5,4.5,0.833333,0.388889,0.1111,-0.1111,,,,,,,,,,,15.191,18.247,38.796,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1740.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image shows a bird of prey with a neutral, alert expression in a natural setting, lacking strong cues for any specialized affective mechanism.",False,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,15.164,12.317,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1812.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.5,0.666667,0.5,7.5,3.5,0.722222,0.277778,0.0556,-0.2222,,,,,,,,,,,14.422,18.171,34.249,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1903.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image shows a single shrimp on a plain background, lacking any strong affective triggers for specialized psychology skills.",False,0.98,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,13.437,10.075,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1930.jpg,1,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.5,0.222222,0.833333,1.8,9.2,0.088889,0.911111,-0.1333,0.0778,,,,,,,,,,,15.173,12.52,33.72,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1942.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,4.5,0.722222,0.388889,7.5,3.0,0.722222,0.222222,0.0,-0.1667,,,,,,,,,,,14.394,13.63,33.494,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2000.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.5,6.5,0.833333,0.611111,8.5,6.0,0.833333,0.555556,0.0,-0.0556,,,,,,,,,,,14.323,15.472,32.282,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2018.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,6.5,5.5,0.611111,0.5,0.1111,0.0,,,,,,,,,,,15.625,18.091,31.162,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2026.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,The image depicts a routine retail checkout scene with no dominant affective mechanism from specialized psychology constructs.,False,0.98,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,15.624,11.569,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2035.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.5,5.5,0.833333,0.5,8.5,5.5,0.833333,0.5,0.0,0.0,,,,,,,,,,,12.369,17.817,29.308,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2039.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,The image depicts a mundane indoor scene with no dominant affective mechanism from specialized psychology constructs.,False,0.98,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,20.005,10.806,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2053.jpg,1,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,4.0,6.5,0.333333,0.611111,5.5,5.5,0.5,0.5,0.1667,-0.1111,,,,,,,,,,,16.567,15.302,31.689,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2057.jpg,1,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,5.5,0.722222,0.5,8.5,4.0,0.833333,0.333333,0.1111,-0.1667,,,,,,,,,,,16.585,16.157,35.928,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2071.jpg,1,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.5,5.5,0.833333,0.5,8.5,4.5,0.833333,0.388889,0.0,-0.1111,,,,,,,,,,,15.475,15.42,37.784,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2092.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image features three clowns with exaggerated, emotionally expressive faces, but no single specialized skill is strongly activated by the visible cues.",False,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,21.098,16.339,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2102.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,7.0,3.5,0.666667,0.277778,0.1667,-0.2222,,,,,,,,,,,16.08,13.492,38.344,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2115.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a person with extreme body modification and intense expression, but no specialized psychology skill is strongly activated by the visible cues.",False,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,18.925,13.713,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2141.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,2.5,8.5,0.166667,0.833333,2.5,8.5,0.166667,0.833333,0.0,0.0,,,,,,,,,,,14.521,16.213,45.517,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2153.jpg,1,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.722222,0.5,8.5,4.5,0.833333,0.388889,0.1111,-0.1111,,,,,,,,,,,15.067,15.946,40.445,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2158.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,The image depicts a group of children and an adult in a residential setting with no dominant affective mechanism from specialized psychology constructs.,False,0.98,,,8.5,6.5,0.833333,0.611111,8.5,6.5,0.833333,0.611111,0.0,0.0,,,,,,,,,,,13.279,14.897,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2190.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,13.92,17.349,23.58,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2206.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,4.5,6.5,0.388889,0.611111,-0.1111,0.1111,,,,,,,,,,,12.276,17.455,41.993,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2211.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,6.5,5.5,0.611111,0.5,0.1111,0.0,,,,,,,,,,,17.861,15.44,30.051,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2217.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.5,0.722222,0.611111,8.0,5.5,0.777778,0.5,0.0556,-0.1111,,,,,,,,,,,14.455,15.96,36.248,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2224.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts children laughing in a natural setting, with affect driven by visible emotion and social context, not a specialized psychological construct.",False,0.98,,,8.5,8.5,0.833333,0.833333,8.5,8.5,0.833333,0.833333,0.0,0.0,,,,,,,,,,,15.816,15.527,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2250.jpg,1,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,8.0,4.0,0.777778,0.333333,0.2778,-0.1667,,,,,,,,,,,14.351,15.688,33.584,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2272.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,The image depicts a mundane street scene with no dominant affective mechanism from specialized psychology constructs.,False,0.98,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,17.416,14.062,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2278.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal"", ""todorov-face-evaluation""]",2,"The affect is best explained by inferred human stakes, vulnerability, and social context (goal relevance, agency, uncertainty) rather than by direct facial expression or structural cues. The cognitive-appraisal model correctly scopes the image's affective drivers, while the Todorov-face-evaluation model is weakly applicable because the affect is context-driven and not primarily based on facial structure or first impressions.",False,0.95,,,5.5,5.5,0.5,0.5,4.5,6.5,0.388889,0.611111,-0.1111,0.1111,,,,,,,,,,,17.666,21.119,49.537,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2300.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.0,0.722222,0.555556,7.5,5.5,0.722222,0.5,0.0,-0.0556,,,,,,,,,,,16.428,15.744,35.077,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2304.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.0,5.5,0.777778,0.5,7.5,5.0,0.722222,0.444444,-0.0556,-0.0556,,,,,,,,,,,14.349,16.739,34.338,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2309.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a common, non-affective interaction at a livestock show with no strong visual cues for any specialized psychological construct.",False,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,16.338,13.854,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2314.jpg,1,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.5,6.5,0.833333,0.611111,8.5,5.0,0.833333,0.444444,0.0,-0.1667,,,,,,,,,,,13.621,15.223,40.848,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2339.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.5,0.722222,0.611111,7.5,6.0,0.722222,0.555556,0.0,-0.0556,,,,,,,,,,,15.399,17.458,48.997,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2343.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts children in a joyful, high-arousal, positive state, but no specialized psychology skill is strongly activated by the visible cues.",False,0.98,,,8.5,7.5,0.833333,0.722222,8.5,7.5,0.833333,0.722222,0.0,0.0,,,,,,,,,,,16.009,13.255,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2347.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image shows children laughing and smiling, but no specialized psychology skill is strongly activated by the visible cues.",False,0.98,,,8.5,8.5,0.833333,0.833333,8.5,8.5,0.833333,0.833333,0.0,0.0,,,,,,,,,,,13.607,14.498,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2354.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.5,7.5,0.833333,0.722222,8.5,7.5,0.833333,0.722222,0.0,0.0,,,,,,,,,,,15.924,18.008,34.778,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2360.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal"", ""todorov-face-evaluation""]",2,"The scene's affect is best explained by the cognitive appraisal of a secure, nurturing family context, which involves evaluating goals, agency, and social norms — constructs that align with the cognitive-appraisal skill. The Todorov skill, while partially applicable, is weakly suited because the affect is primarily driven by social context and caregiving dynamics, not structural first impressions of faces alone.",False,0.95,,,8.0,3.5,0.777778,0.277778,8.0,5.0,0.777778,0.444444,0.0,0.1667,,,,,,,,,,,15.927,23.451,51.986,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2373.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,The image depicts a culturally specific musical performance with no dominant affective mechanism from the listed specialized skills.,False,0.98,,,7.5,6.5,0.722222,0.611111,7.5,6.5,0.722222,0.611111,0.0,0.0,,,,,,,,,,,16.582,16.16,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2377.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.611111,0.5,7.0,3.5,0.666667,0.277778,0.0556,-0.2222,,,,,,,,,,,15.479,17.36,40.019,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2384.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,4.0,0.666667,0.333333,7.5,3.0,0.722222,0.222222,0.0556,-0.1111,,,,,,,,,,,13.302,15.665,36.401,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2389.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a high-arousal, positive valence social scene with no dominant affective mechanism from specialized psychology constructs.",False,0.95,,,7.0,7.5,0.666667,0.722222,7.0,7.5,0.666667,0.722222,0.0,0.0,,,,,,,,,,,18.225,12.484,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2393.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,14.69,17.575,40.215,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2397.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,4.5,5.5,0.388889,0.5,-0.1111,0.0,,,,,,,,,,,18.101,16.859,42.768,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2410.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,4.5,6.5,0.388889,0.611111,-0.1111,0.1111,,,,,,,,,,,18.214,16.876,36.491,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2441.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,15.215,15.186,29.521,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2455.jpg,1,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,3.5,5.5,0.277778,0.5,4.5,6.0,0.388889,0.555556,0.1111,0.0556,,,,,,,,,,,15.822,19.306,54.651,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2480.jpg,1,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,5.5,4.5,0.5,0.388889,0.0,-0.1111,,,,,,,,,,,15.072,19.402,35.549,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2488.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts a musician playing an accordion in a street setting, with no dominant affective mechanism from specialized psychology constructs.",False,0.98,,,6.5,5.5,0.611111,0.5,6.5,5.5,0.611111,0.5,0.0,0.0,,,,,,,,,,,16.723,12.491,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2493.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,13.086,20.707,27.33,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2501.jpg,1,,True,no_specialized_skill,no_specialized_skill,[],0,The image depicts a cheerful couple waving on a pier with no dominant affective mechanism from specialized psychology constructs.,False,0.98,,,8.5,6.5,0.833333,0.611111,8.5,6.5,0.833333,0.611111,0.0,0.0,,,,,,,,,,,14.783,11.217,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2512.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,5.5,5.5,0.5,0.5,0.0,0.0,,,,,,,,,,,14.501,17.59,25.963,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2516.jpg,1,,True,todorov-face-evaluation,todorov-face-evaluation,"[""todorov-face-evaluation""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.5,0.666667,0.5,7.0,5.0,0.666667,0.444444,0.0,-0.0556,,,,,,,,,,,12.476,18.018,31.854,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2525.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.611111,0.5,7.0,3.5,0.666667,0.277778,0.0556,-0.2222,,,,,,,,,,,15.355,18.041,39.954,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2560.jpg,1,,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.611111,0.5,6.5,4.5,0.611111,0.388889,0.0,-0.1111,,,,,,,,,,,15.172,17.595,37.065,,,
