image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1271.jpg,1,1,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,2.5,6.5,0.1875,0.6875,strong,-0.3125,0.1875,,,,,,,,,,,5.759,3.272,18.47,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1274.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,2.5,6.5,0.1875,0.6875,partial,-0.3125,0.1875,,,,,,,,,,,5.309,3.335,22.29,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1275.jpg,3,3,True,evolved-fear-module,pathogen-disgust,"[""evolved-fear-module"", ""pathogen-disgust""]",2,"The image depicts live cockroaches in a close-up, realistic shot with no attenuation cues, which strongly activates the pathogen-disgust module due to their association with contamination and decay. The candidate's VA score of 2.0 valence and 7.5 arousal is justified by the visual evidence of proximity, realism, and implied infestation, which together drive high avoidance and high activation. The evolved-fear-module candidate underestimates arousal and valence by not fully accounting for the visceral disgust response triggered by the cockroaches' presence.",False,0.98,,,3.0,5.0,0.25,0.5,2.0,7.5,0.125,0.8125,strong,-0.125,0.3125,,,,,,,,,,,6.491,3.483,18.768,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1280.jpg,0,0,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust"", ""evolved-fear-module""]",2,"The image's dominant cues—visible blood, tissue degradation, and active interaction with contaminated prey—are most directly aligned with the pathogen-disgust skill. While fear is plausible, the primary psychological response is disgust from contamination and decay, which is more specific and better supported by the visual evidence.",False,0.98,,,2.0,7.0,0.125,0.75,2.0,7.5,0.125,0.8125,strong,0.0,0.0625,,,,,,,,,,,6.491,3.453,21.882,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1300.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,2.0,8.0,0.125,0.875,1.5,8.5,0.0625,0.9375,strong,-0.0625,0.0625,,,,,,,,,,,6.694,3.386,21.432,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1301.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,7.306,3.46,23.146,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1302.jpg,3,3,True,cognitive-appraisal,evolved-fear-module,"[""cognitive-appraisal"", ""evolved-fear-module""]",2,"The image depicts a clear, biologically grounded threat display (bared teeth, direct orientation) that directly activates the evolved fear module's response to imminent danger. The 'cognitive-appraisal' skill, while applicable, is more abstract and less directly tied to the primal, automatic threat response that the visual evidence strongly suggests. The 'evolved-fear-module' is the most psychologically appropriate skill for this unambiguous, high-threat visual.",False,0.95,,,3.0,8.0,0.25,0.875,2.0,8.0,0.125,0.875,strong,-0.125,0.0,,,,,,,,,,,4.935,3.534,21.712,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1303.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,7.0,0.5,0.75,3.0,7.5,0.25,0.8125,partial,-0.25,0.0625,,,,,,,,,,,8.903,3.538,23.668,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1304.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,2.0,8.0,0.125,0.875,2.0,8.0,0.125,0.875,strong,0.0,0.0,,,,,,,,,,,8.022,3.44,19.638,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1310.jpg,2,2,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust"", ""evolved-fear-module""]",2,"The image's primary psychological trigger is the visceral, unambiguous presence of blood and raw flesh, which directly activates the pathogen-disgust module. While the evolved-fear-module is also activated, the disgust response is more dominant and specific to the visual cues (blood, raw tissue, ingestion), making it the best-scoped skill. The candidate's VA scores are justified by the evidence: the blood and flesh are vivid, dense, and imply contamination, driving high disgust (low valence) and high arousal from visceral revulsion, not fear.",False,0.99,,,3.0,8.0,0.25,0.875,2.0,7.5,0.125,0.8125,strong,-0.125,-0.0625,,,,,,,,,,,6.241,3.286,20.29,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1313.jpg,3,3,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,partial,0.0,0.0,,,,,,,,,,,6.184,3.224,22.086,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1321.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,5.74,3.04,22.093,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1333.jpg,1,1,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral birds on perch, no visible threat, novelty, or restorative environment.",False,1.0,,,6.5,5.5,0.6875,0.5625,6.5,5.5,0.6875,0.5625,,0.0,0.0,,,,,,,,,,,5.235,2.957,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1340.jpg,2,2,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism dominates; scene is ordinary with no visible threat, novelty, or restorative environment.",False,1.0,,,7.5,6.0,0.8125,0.625,7.5,6.0,0.8125,0.625,,0.0,0.0,,,,,,,,,,,5.755,2.939,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1350.jpg,3,3,True,no_specialized_skill,no_specialized_skill,[],0,"Ordinary animal in neutral environment, no visible threat, novelty, or restorative cues.",False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.272,3.155,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1390.jpg,0,0,True,no_specialized_skill,no_specialized_skill,[],0,"Close-up of bees without visible threat, contamination, novelty, or restorative environment.",False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.865,3.176,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1410.jpg,1,1,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.6875,0.5625,7.0,5.0,0.75,0.5,strong,0.0625,-0.0625,,,,,,,,,,,5.763,2.934,17.053,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1419.jpg,2,2,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,6.5,5.5,0.6875,0.5625,strong,0.1875,0.0625,,,,,,,,,,,5.929,3.185,19.384,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1440.jpg,3,3,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.0,0.8125,0.5,7.5,4.5,0.8125,0.4375,strong,0.0,-0.0625,,,,,,,,,,,6.738,3.351,22.072,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1441.jpg,0,0,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.0,3.0,0.875,0.25,7.5,3.5,0.8125,0.3125,strong,-0.0625,0.0625,,,,,,,,,,,6.036,3.245,24.723,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1450.jpg,1,1,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral bird portrait with no visible threat, novelty, stakes, or restorative environment.",False,1.0,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,,0.0,0.0,,,,,,,,,,,5.201,3.058,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1460.jpg,2,2,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,6.5,5.5,0.6875,0.5625,6.5,5.5,0.6875,0.5625,strong,0.0,0.0,,,,,,,,,,,6.636,2.914,22.082,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1463.jpg,3,3,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,7.0,6.0,0.75,0.625,7.5,6.5,0.8125,0.6875,strong,0.0625,0.0625,,,,,,,,,,,6.923,2.86,19.943,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1500.jpg,0,0,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral dog portrait with no visible stakes, threat, novelty, or restorative environment.",False,1.0,,,6.5,5.0,0.6875,0.5,6.5,5.0,0.6875,0.5,,0.0,0.0,,,,,,,,,,,5.335,3.16,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1505.jpg,1,1,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,9.0,0.5,1.0,5.0,8.0,0.5,0.875,strong,0.0,-0.125,,,,,,,,,,,5.274,3.556,22.862,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1510.jpg,2,2,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral dog portrait with no visible threat, novelty, or restorative environment.",False,1.0,,,7.0,6.0,0.75,0.625,7.0,6.0,0.75,0.625,,0.0,0.0,,,,,,,,,,,5.875,3.029,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1525.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,5.306,3.576,20.508,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1540.jpg,0,0,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral cat portrait with no visible stakes, threat, novelty, or restorative environment.",False,1.0,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,,0.0,0.0,,,,,,,,,,,5.815,3.074,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1560.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,6.0,7.0,0.625,0.75,3.0,8.0,0.25,0.875,strong,-0.375,0.125,,,,,,,,,,,5.768,3.446,21.206,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1590.jpg,2,2,True,no_specialized_skill,no_specialized_skill,[],0,Neutral horse in calm setting; no specialized affective mechanism visibly dominant.,False,1.0,,,6.0,5.0,0.625,0.5,6.0,5.0,0.625,0.5,,0.0,0.0,,,,,,,,,,,5.219,2.987,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1595.jpg,3,3,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,8.0,0.75,0.875,7.0,8.0,0.75,0.875,strong,0.0,0.0,,,,,,,,,,,5.683,3.705,19.182,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1600.jpg,0,0,True,kaplan-art-restoration,kaplan-art-restoration,"[""kaplan-art-restoration""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,7.0,4.0,0.75,0.375,strong,0.0,-0.125,,,,,,,,,,,5.531,3.146,20.004,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1601.jpg,1,1,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,strong,0.0,0.0,,,,,,,,,,,5.335,3.336,19.9,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1602.jpg,2,2,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,5.0,0.75,0.5,7.0,6.0,0.75,0.625,strong,0.0,0.125,,,,,,,,,,,5.891,3.595,19.332,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1603.jpg,3,3,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.0,0.8125,0.625,7.0,6.0,0.75,0.625,strong,-0.0625,0.0,,,,,,,,,,,5.564,3.55,23.099,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1604.jpg,0,0,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.0,0.8125,0.625,7.0,6.0,0.75,0.625,strong,-0.0625,0.0,,,,,,,,,,,5.341,3.667,21.109,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1605.jpg,1,1,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism dominates; ordinary scene with no visible threat, novelty, or restorative environment.",False,1.0,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,,0.0,0.0,,,,,,,,,,,5.278,3.413,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1610.jpg,2,2,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,6.5,5.0,0.6875,0.5,strong,-0.0625,0.0,,,,,,,,,,,6.697,3.102,21.207,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1616.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.0,0.25,0.875,2.0,8.0,0.125,0.875,strong,-0.125,0.0,,,,,,,,,,,6.43,3.393,20.853,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1617.jpg,0,0,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,2.0,7.5,0.125,0.8125,strong,-0.375,0.3125,,,,,,,,,,,6.144,3.151,24.855,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1620.jpg,1,1,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral animal posture at water's edge; no visible threat, novelty, or restorative environment cues.",False,1.0,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,,0.0,0.0,,,,,,,,,,,4.968,3.2,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1630.jpg,2,2,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,7.5,5.5,0.8125,0.5625,strong,0.0,0.0,,,,,,,,,,,6.266,3.188,24.475,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1640.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,4.0,6.0,0.375,0.625,partial,-0.125,0.125,,,,,,,,,,,5.09,3.167,19.969,,,
